standard	concentration	mass_mode	polarity	scan_type	scan_rate	n_scans	target_mass	min_intensity	min_width	max_width	max_abs_mass_shift
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	10	10	46.2257276813034	7e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	10	10	413.295582542429	1e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	10	10	587.96295899176	2e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	10	10	935.190528016305	7e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	10	10	1225.55341418996	5e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	10	10	1574.97570532863	7e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	10	10	1865.6404769707	7e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	10	10	1981.17729820614	2e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	200	50	46.2257276813034	5e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	200	50	413.295582542429	2e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	200	50	587.96295899176	8e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	200	50	935.190528016305	7e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	200	50	1225.55341418996	7e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	200	50	1574.97570532863	4e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	200	50	1865.6404769707	8e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	200	50	1981.17729820614	5e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	1000	100	46.2257276813034	2e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	1000	100	413.295582542429	3e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	1000	100	587.96295899176	6e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	1000	100	935.190528016305	1e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	1000	100	1225.55341418996	4e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	1000	100	1574.97570532863	6e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	1000	100	1865.6404769707	6e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	1000	100	1981.17729820614	9e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	2000	200	46.2257276813034	5e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	2000	200	413.295582542429	9e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	2000	200	587.96295899176	7e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	2000	200	935.190528016305	6e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	2000	200	1225.55341418996	3e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	2000	200	1574.97570532863	8e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	2000	200	1865.6404769707	3e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	2000	200	1981.17729820614	1e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	20000	2000	46.2257276813034	8e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	20000	2000	413.295582542429	8e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	20000	2000	587.96295899176	9e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	20000	2000	935.190528016305	8e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	20000	2000	1225.55341418996	1e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	20000	2000	1574.97570532863	6e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	20000	2000	1865.6404769707	1e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q1 MS	20000	2000	1981.17729820614	5e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	10	10	46.2257276813034	1e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	10	10	413.295582542429	3e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	10	10	587.96295899176	1e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	10	10	935.190528016305	5e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	10	10	1225.55341418996	4e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	10	10	1574.97570532863	2e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	10	10	1865.6404769707	6e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	10	10	1981.17729820614	7e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	200	50	46.2257276813034	3e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	200	50	413.295582542429	6e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	200	50	587.96295899176	2e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	200	50	935.190528016305	8e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	200	50	1225.55341418996	8e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	200	50	1574.97570532863	1e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	200	50	1865.6404769707	7e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	200	50	1981.17729820614	7e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	1000	100	46.2257276813034	9e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	1000	100	413.295582542429	3e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	1000	100	587.96295899176	4e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	1000	100	935.190528016305	3e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	1000	100	1225.55341418996	4e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	1000	100	1574.97570532863	3e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	1000	100	1865.6404769707	6e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	1000	100	1981.17729820614	9e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	2000	200	46.2257276813034	8e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	2000	200	413.295582542429	5e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	2000	200	587.96295899176	5e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	2000	200	935.190528016305	3e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	2000	200	1225.55341418996	9e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	2000	200	1574.97570532863	6e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	2000	200	1865.6404769707	5e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	2000	200	1981.17729820614	4e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	20000	2000	46.2257276813034	2e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	20000	2000	413.295582542429	7e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	20000	2000	587.96295899176	9e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	20000	2000	935.190528016305	4e+08	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	20000	2000	1225.55341418996	6e+07	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	20000	2000	1574.97570532863	7e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	20000	2000	1865.6404769707	3e+06	0.6	0.8	0.1
Pos PPG	3e-05	Low Mass	Positive	Q3 MS	20000	2000	1981.17729820614	7e+07	0.6	0.8	0.1
